key,s2_66,s3_66,province,district_number,s1_69,winner_party,s_2566,s_2569,diff
ปัตตานี_1,0.1697100178082556,0.16430109241687266,ปัตตานี,1,0.34212763373611027,ภูมิใจไทย,0.33401111022512825,0.34212763373611027,-0.008116523510982021
ปัตตานี_3,0.2835109875525628,0.174320001117615,ปัตตานี,3,0.43396197461905567,ภูมิใจไทย,0.4578309886701778,0.43396197461905567,0.023869014051122128
ปัตตานี_4,0.23078115128324334,0.1680196450070927,ปัตตานี,4,0.36198969846267337,กล้าธรรม,0.39880079629033605,0.36198969846267337,0.036811097827662675
พระนครศรีอยุธยา_1,0.32339530625379587,0.13859151354732271,พระนครศรีอยุธยา,1,0.4376053367242928,ภูมิใจไทย,0.46198681980111855,0.4376053367242928,0.02438148307682575
พระนครศรีอยุธยา_2,0.25063350320258077,0.23080087895647294,พระนครศรีอยุธยา,2,0.5220547749658421,ภูมิใจไทย,0.4814343821590537,0.5220547749658421,-0.040620392806788364
พระนครศรีอยุธยา_4,0.27267541858261085,0.2038418336901962,พระนครศรีอยุธยา,4,0.4582155322011426,ภูมิใจไทย,0.47651725227280706,0.4582155322011426,0.018301720071664473
พระนครศรีอยุธยา_5,0.28088892204679616,0.20609711743805428,พระนครศรีอยุธยา,5,0.4487248718758597,ภูมิใจไทย,0.4869860394848504,0.4487248718758597,0.03826116760899073
พะเยา_2,0.30650819572975263,0.2611342970624408,พะเยา,2,0.574560877481819,กล้าธรรม,0.5676424927921935,0.574560877481819,-0.0069183846896255785
พัทลุง_1,0.3347643252829062,0.08374375587101758,พัทลุง,1,0.36898709245976125,ภูมิใจไทย,0.4185080811539238,0.36898709245976125,0.04952098869416255
พัทลุง_3,0.2678993561475445,0.1181284438369824,พัทลุง,3,0.4231298892565461,กล้าธรรม,0.3860277999845269,0.4231298892565461,-0.03710208927201919
พิจิตร_3,0.234687316805658,0.13807416652483878,พิจิตร,3,0.4029732827400492,ภูมิใจไทย,0.37276148333049675,0.4029732827400492,-0.03021179940955243
พิษณุโลก_1,0.18212337389844732,0.17338725060084692,พิษณุโลก,1,0.34847283249383776,ประชาชน,0.35551062449929427,0.34847283249383776,0.007037792005456511
พิษณุโลก_3,0.21863399779067105,0.18371266781445617,พิษณุโลก,3,0.4459637128582698,ภูมิใจไทย,0.4023466656051272,0.4459637128582698,-0.04361704725314258
พิษณุโลก_4,0.33627067237740027,0.14914851322827222,พิษณุโลก,4,0.4559637137417404,ภูมิใจไทย,0.4854191856056725,0.4559637137417404,0.029455471863932103
ภูเก็ต_2,0.19936860613810742,0.12782395566922422,ภูเก็ต,2,0.33113188533866644,ประชาชน,0.32719256180733164,0.33113188533866644,-0.003939323531334804
ภูเก็ต_3,0.1964664901104669,0.1633383437119748,ภูเก็ต,3,0.37335591234927873,กล้าธรรม,0.3598048338224417,0.37335591234927873,-0.013551078526837013
มหาสารคาม_3,0.366636970078877,0.08263618782729623,มหาสารคาม,3,0.45695639738956345,ภูมิใจไทย,0.4492731579061733,0.45695639738956345,-0.00768323948339017
มหาสารคาม_5,0.22272807776053008,0.19346369820913248,มหาสารคาม,5,0.44135781828881726,เพื่อไทย,0.41619177596966256,0.44135781828881726,-0.025166042319154702
มหาสารคาม_6,0.27697657768231565,0.16295387133067404,มหาสารคาม,6,0.42494903160040776,ภูมิใจไทย,0.4399304490129897,0.42494903160040776,0.014981417412581965
มุกดาหาร_2,0.23085516665209493,0.18041752882775236,มุกดาหาร,2,0.4412035445340313,กล้าธรรม,0.4112726954798473,0.4412035445340313,-0.029930849054184028
ยะลา_1,0.20610110049582778,0.17513201918813237,ยะลา,1,0.3334987928972722,ประชาชาติ,0.3812331196839601,0.3334987928972722,0.04773432678668793
ระยอง_1,0.19280013841728486,0.17522763155048987,ระยอง,1,0.394127246897491,ประชาชน,0.36802776996777475,0.394127246897491,-0.02609947692971626
ระยอง_2,0.27657351788978846,0.09759253543531422,ระยอง,2,0.424110061624494,ประชาชน,0.37416605332510267,0.424110061624494,-0.04994400829939133
ระยอง_5,0.21076465975236644,0.17815920562863802,ระยอง,5,0.4193268339609803,ประชาชน,0.38892386538100443,0.4193268339609803,-0.030402968579975875
ราชบุรี_2,0.25976131117704493,0.13060582218725414,ราชบุรี,2,0.4402333294231815,กล้าธรรม,0.39036713336429907,0.4402333294231815,-0.04986619605888243
ร้อยเอ็ด_3,0.3446047790043002,0.1441348583588243,ร้อยเอ็ด,3,0.4388560944479898,กล้าธรรม,0.48873963736312453,0.4388560944479898,0.04988354291513475
ลพบุรี_1,0.27090218990553766,0.14198136341343795,ลพบุรี,1,0.36983709066973836,ภูมิใจไทย,0.41288355331897564,0.36983709066973836,0.04304646264923728
ลพบุรี_3,0.30871953594195173,0.13585586324225715,ลพบุรี,3,0.4648306400713305,ภูมิใจไทย,0.44457539918420885,0.4648306400713305,-0.02025524088712166
ลพบุรี_4,0.20516333099446468,0.20410527136445142,ลพบุรี,4,0.436294527290626,เพื่อไทย,0.4092686023589161,0.436294527290626,-0.02702592493170991
ลำปาง_4,0.22895088061180208,0.12832122884443753,ลำปาง,4,0.32769346738232114,กล้าธรรม,0.3572721094562396,0.32769346738232114,0.02957864207391847
ศรีสะเกษ_1,0.35736658413626465,0.1392377372749058,ศรีสะเกษ,1,0.5369905727022484,ภูมิใจไทย,0.49660432141117045,0.5369905727022484,-0.040386251291077924
สกลนคร_6,0.2571534478841578,0.1549186306513135,สกลนคร,6,0.45126130217579785,ภูมิใจไทย,0.4120720785354713,0.45126130217579785,-0.039189223640326565
สงขลา_2,0.23573014478005458,0.1777140478282992,สงขลา,2,0.39123838180357756,ประชาธิปัตย์,0.41344419260835374,0.39123838180357756,0.022205810804776183
สงขลา_3,0.1921285125654256,0.18453728794684288,สงขลา,3,0.34931731620242845,ภูมิใจไทย,0.3766658005122685,0.34931731620242845,0.02734848430984005
สงขลา_4,0.33098324467826473,0.10557894839205313,สงขลา,4,0.4510934945556618,กล้าธรรม,0.43656219307031785,0.4510934945556618,-0.014531301485343928
สงขลา_6,0.3630713453321248,0.13724157279122967,สงขลา,6,0.5222368686688755,ภูมิใจไทย,0.5003129181233545,0.5222368686688755,-0.021923950545520987
สงขลา_9,0.2505759562739593,0.18401686362661243,สงขลา,9,0.4476342217072229,ประชาธิปัตย์,0.43459281990057175,0.4476342217072229,-0.013041401806651143
สมุทรปราการ_2,0.2488701446416169,0.1814713786751754,สมุทรปราการ,2,0.42009316944491215,ประชาชน,0.4303415233167923,0.42009316944491215,0.010248353871880167
สมุทรปราการ_6,0.2039027149321267,0.17999102824153534,สมุทรปราการ,6,0.38740468988994053,ภูมิใจไทย,0.38389374317366204,0.38740468988994053,-0.0035109467162784957
สมุทรปราการ_7,0.24126507082850013,0.18135962599739885,สมุทรปราการ,7,0.43755581197009985,ประชาชน,0.422624696825899,0.43755581197009985,-0.014931115144200868
สมุทรสงคราม_1,0.18165043482578008,0.13531314903229544,สมุทรสงคราม,1,0.3490020935101186,ประชาชน,0.31696358385807555,0.3490020935101186,-0.03203850965204308
สมุทรสาคร_1,0.2544804393171853,0.14136477800008515,สมุทรสาคร,1,0.3718154919029086,ประชาชน,0.3958452173172704,0.3718154919029086,0.024029725414361824
สระบุรี_4,0.2583750963762529,0.22340015420200462,สระบุรี,4,0.478115293498289,กล้าธรรม,0.48177525057825754,0.478115293498289,0.0036599570799685233
สระแก้ว_3,0.218919924835919,0.18907215933332727,สระแก้ว,3,0.3774443642298879,กล้าธรรม,0.40799208416924626,0.3774443642298879,0.030547719939358342
สิงห์บุรี_1,0.2987809978631341,0.22199831179991028,สิงห์บุรี,1,0.5135269750877863,ภูมิใจไทย,0.5207793096630444,0.5135269750877863,0.00725233457525809
สุพรรณบุรี_3,0.31511481297520344,0.14111871012111718,สุพรรณบุรี,3,0.44079635038635495,กล้าธรรม,0.4562335230963206,0.44079635038635495,0.01543717270996564
สุราษฎร์ธานี_4,0.24385232171174592,0.19024858731824984,สุราษฎร์ธานี,4,0.4465040042242366,ประชาธิปัตย์,0.43410090902999576,0.4465040042242366,-0.01240309519424082
สุราษฎร์ธานี_7,0.22247774562339764,0.16139787194243022,สุราษฎร์ธานี,7,0.42203937317211576,กล้าธรรม,0.3838756175658279,0.42203937317211576,-0.038163755606287875
สุรินทร์_1,0.2596055136395802,0.2401403326921352,สุรินทร์,1,0.49149558131398063,ภูมิใจไทย,0.49974584633171537,0.49149558131398063,0.008250265017734737
สุรินทร์_7,0.2366476127471755,0.19731660171795376,สุรินทร์,7,0.4703979072008812,ภูมิใจไทย,0.4339642144651292,0.4703979072008812,-0.03643369273575198
สุโขทัย_2,0.23444703874462208,0.2124376281511858,สุโขทัย,2,0.4200910788409613,เพื่อไทย,0.44688466689580786,0.4200910788409613,0.02679358805484655
หนองบัวลำภู_2,0.24348871977608166,0.19496183720956375,หนองบัวลำภู,2,0.4384840532902705,เพื่อไทย,0.4384505569856454,0.4384840532902705,-3.349630462512465e-05
อุดรธานี_2,0.29296157844676946,0.0661815125306908,อุดรธานี,2,0.3302384439294195,เพื่อไทย,0.3591430909774602,0.3302384439294195,0.028904647048040744
อุดรธานี_3,0.2440488386949028,0.21278339580797184,อุดรธานี,3,0.4271344146862819,ภูมิใจไทย,0.45683223450287463,0.4271344146862819,0.029697819816592752
อุดรธานี_4,0.2365767848929002,0.22557465905841695,อุดรธานี,4,0.41217013991380835,เพื่อไทย,0.46215144395131713,0.41217013991380835,0.04998130403750878
อุดรธานี_5,0.29003227009166765,0.08791350072639847,อุดรธานี,5,0.40459623751269574,ภูมิใจไทย,0.37794577081806613,0.40459623751269574,-0.026650466694629615
อุดรธานี_9,0.25258813654169,0.08628287632904309,อุดรธานี,9,0.37437049135701644,เพื่อไทย,0.33887101287073307,0.37437049135701644,-0.035499478486283376
อุบลราชธานี_6,0.25651458455434833,0.10343311843469637,อุบลราชธานี,6,0.39817936614969657,เพื่อไทย,0.3599477029890447,0.39817936614969657,-0.03823166316065185
อุบลราชธานี_7,0.36434133820586445,0.11202471069346559,อุบลราชธานี,7,0.49568790407762936,ภูมิใจไทย,0.47636604889933004,0.49568790407762936,-0.01932185517829932
อุบลราชธานี_8,0.2881389198793438,0.15103714722532127,อุบลราชธานี,8,0.4158530383930842,ภูมิใจไทย,0.43917606710466506,0.4158530383930842,0.023323028711580873
อุบลราชธานี_9,0.3564158550815051,0.13984680969050012,อุบลราชธานี,9,0.5249502875261998,ไทรวมพลัง,0.4962626647720052,0.5249502875261998,-0.028687622754194564
เชียงราย_1,0.32975565197533685,0.1429002055263759,เชียงราย,1,0.4263755147374708,เพื่อไทย,0.47265585750171274,0.4263755147374708,0.04628034276424192
เชียงราย_2,0.3192639126113347,0.026421175539665536,เชียงราย,2,0.3469115404168785,เพื่อไทย,0.34568508815100024,0.3469115404168785,-0.0012264522658782528
เชียงราย_3,0.21122613047169983,0.1363160081657724,เชียงราย,3,0.34131889679867,กล้าธรรม,0.34754213863747224,0.34131889679867,0.00622324183880224
เชียงใหม่_2,0.3395910070192508,0.0640332893182292,เชียงใหม่,2,0.43761504601840734,ประชาชน,0.40362429633748004,0.43761504601840734,-0.0339907496809273
เชียงใหม่_3,0.38063885783696716,0.04574461530336505,เชียงใหม่,3,0.4247717428879354,ประชาชน,0.4263834731403322,0.4247717428879354,0.0016117302523968036
เชียงใหม่_7,0.28518054868166953,0.08568905450910749,เชียงใหม่,7,0.3349752634975264,กล้าธรรม,0.370869603190777,0.3349752634975264,0.03589433969325062
เพชรบูรณ์_2,0.2902534701267351,0.1775799637899819,เพชรบูรณ์,2,0.4287008353929254,ภูมิใจไทย,0.46783343391671695,0.4287008353929254,0.03913259852379153
เพชรบูรณ์_3,0.268409796623414,0.181609739044603,เพชรบูรณ์,3,0.4273067019119021,ภูมิใจไทย,0.450019535668017,0.4273067019119021,0.02271283375611488
เลย_2,0.2190178265341104,0.08471888926979773,เลย,2,0.34743557234181693,เพื่อไทย,0.30373671580390815,0.34743557234181693,-0.04369885653790878
เลย_4,0.2317276457514105,0.10151307915883057,เลย,4,0.36361050045260573,เพื่อไทย,0.33324072491024104,0.36361050045260573,-0.030369775542364696
แพร่_1,0.2358734179700924,0.21309415103046728,แพร่,1,0.40128787967323853,ภูมิใจไทย,0.4489675690005597,0.40128787967323853,0.04767968932732114
