year,count,mean,std,min,5%,10%,25%,50%,max
2566,400.0,3.495736855528144,0.7298077406152524,1.7644788301635213,2.5239048902545664,2.7157721391658542,3.008810508806687,3.3926150217302,6.203394181797144
2569,400.0,2.937595756409927,0.6350291130674948,1.4687753556394043,1.841661058258108,2.1499978220633773,2.519851618880576,2.9263734159949855,5.537759313746707
