district_id,year,ballot_code,actor_type,party_id,party_name,votes,rank,region,province,district_number,district_label,voters_used,vote_share,party_id_str,key
CPM_6,2569,CONS,candidate,63.0,ภูมิใจไทย,47868,1,ภาคอีสาน,ชัยภูมิ,6,ชัยภูมิ-6,84588,0.565895872,63,ชัยภูมิ_6
ACR_1,2569,CONS,candidate,63.0,ภูมิใจไทย,40261,1,ภาคอีสาน,อำนาจเจริญ,1,อำนาจเจริญ-1,85388,0.471506535,63,อำนาจเจริญ_1
ACR_2,2569,CONS,candidate,63.0,ภูมิใจไทย,40690,1,ภาคอีสาน,อำนาจเจริญ,2,อำนาจเจริญ-2,98082,0.414856956,63,อำนาจเจริญ_2
BKN_1,2569,CONS,candidate,63.0,ภูมิใจไทย,34556,1,ภาคอีสาน,บึงกาฬ,1,บึงกาฬ-1,66872,0.516748415,63,บึงกาฬ_1
BKN_2,2569,CONS,candidate,63.0,ภูมิใจไทย,25911,1,ภาคอีสาน,บึงกาฬ,2,บึงกาฬ-2,73563,0.352228702,63,บึงกาฬ_2
KKN_11,2569,CONS,candidate,63.0,ภูมิใจไทย,47777,1,ภาคอีสาน,ขอนแก่น,11,ขอนแก่น-11,80798,0.591314141,63,ขอนแก่น_11
LEI_3,2569,CONS,candidate,63.0,ภูมิใจไทย,47786,1,ภาคอีสาน,เลย,3,เลย-3,81984,0.582869828,63,เลย_3
MKM_3,2569,CONS,candidate,63.0,ภูมิใจไทย,35150,1,ภาคอีสาน,มหาสารคาม,3,มหาสารคาม-3,76922,0.456956397,63,มหาสารคาม_3
NPM_3,2569,CONS,candidate,63.0,ภูมิใจไทย,34970,1,ภาคอีสาน,นครพนม,3,นครพนม-3,88942,0.393177576,63,นครพนม_3
NSN_4,2569,CONS,candidate,63.0,ภูมิใจไทย,51575,1,ภาคเหนือ,นครสวรรค์,4,นครสวรรค์-4,81319,0.634230623,63,นครสวรรค์_4
NSN_5,2569,CONS,candidate,63.0,ภูมิใจไทย,56499,1,ภาคเหนือ,นครสวรรค์,5,นครสวรรค์-5,83155,0.679442006,63,นครสวรรค์_5
UTI_1,2569,CONS,candidate,63.0,ภูมิใจไทย,50705,1,ภาคกลาง,อุทัยธานี,1,อุทัยธานี-1,76586,0.662066174,63,อุทัยธานี_1
UTI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,50967,1,ภาคกลาง,อุทัยธานี,2,อุทัยธานี-2,76588,0.665469786,63,อุทัยธานี_2
PCT_1,2569,CONS,candidate,63.0,ภูมิใจไทย,50052,1,ภาคเหนือ,พิจิตร,1,พิจิตร-1,94170,0.531506849,63,พิจิตร_1
PCT_2,2569,CONS,candidate,63.0,ภูมิใจไทย,44182,1,ภาคเหนือ,พิจิตร,2,พิจิตร-2,86367,0.511561129,63,พิจิตร_2
PCT_3,2569,CONS,candidate,63.0,ภูมิใจไทย,36214,1,ภาคเหนือ,พิจิตร,3,พิจิตร-3,89867,0.402973283,63,พิจิตร_3
KRI_3,2569,CONS,candidate,63.0,ภูมิใจไทย,46896,1,ภาคกลาง,กาญจนบุรี,3,กาญจนบุรี-3,103855,0.451552646,63,กาญจนบุรี_3
PBI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,63365,1,ภาคกลาง,เพชรบุรี,2,เพชรบุรี-2,97843,0.647619145,63,เพชรบุรี_2
PKN_1,2569,CONS,candidate,63.0,ภูมิใจไทย,47612,1,ภาคกลาง,ประจวบคีรีขันธ์,1,ประจวบคีรีขันธ์-1,107354,0.443504667,63,ประจวบคีรีขันธ์_1
NST_7,2569,CONS,candidate,63.0,ภูมิใจไทย,36880,1,ภาคใต้,นครศรีธรรมราช,7,นครศรีธรรมราช-7,94953,0.388402683,63,นครศรีธรรมราช_7
NST_8,2569,CONS,candidate,63.0,ภูมิใจไทย,47916,1,ภาคใต้,นครศรีธรรมราช,8,นครศรีธรรมราช-8,91568,0.523283243,63,นครศรีธรรมราช_8
KBI_1,2569,CONS,candidate,63.0,ภูมิใจไทย,47972,1,ภาคใต้,กระบี่,1,กระบี่-1,92613,0.517983436,63,กระบี่_1
KBI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,39705,1,ภาคใต้,กระบี่,2,กระบี่-2,78537,0.50555789,63,กระบี่_2
KBI_3,2569,CONS,candidate,63.0,ภูมิใจไทย,45246,1,ภาคใต้,กระบี่,3,กระบี่-3,89805,0.503824954,63,กระบี่_3
PNA_1,2569,CONS,candidate,63.0,ภูมิใจไทย,34785,1,ภาคใต้,พังงา,1,พังงา-1,71143,0.488944801,63,พังงา_1
SNI_6,2569,CONS,candidate,63.0,ภูมิใจไทย,29721,1,ภาคใต้,สุราษฎร์ธานี,6,สุราษฎร์ธานี-6,95993,0.309616326,63,สุราษฎร์ธานี_6
RNG_1,2569,CONS,candidate,63.0,ภูมิใจไทย,56553,1,ภาคใต้,ระนอง,1,ระนอง-1,91488,0.618146642,63,ระนอง_1
SKA_7,2569,CONS,candidate,63.0,ภูมิใจไทย,34425,1,ภาคใต้,สงขลา,7,สงขลา-7,93908,0.366582187,63,สงขลา_7
STN_1,2569,CONS,candidate,63.0,ภูมิใจไทย,36435,1,ภาคใต้,สตูล,1,สตูล-1,83817,0.434697019,63,สตูล_1
STN_2,2569,CONS,candidate,63.0,ภูมิใจไทย,51667,1,ภาคใต้,สตูล,2,สตูล-2,89219,0.579103106,63,สตูล_2
NWT_4,2569,CONS,candidate,63.0,ภูมิใจไทย,39681,1,ภาคใต้,นราธิวาส,4,นราธิวาส-4,81814,0.48501479,63,นราธิวาส_4
