year,key,province,district_number,winner_party,votes_rk1,share_rk1,share_rk2,share_rk3,share_others,enc,n_candidates,share_rk1_cand,margin12_cand,reasons
2566,สกลนคร_3,สกลนคร,3,เพื่อไทย,49346,0.5347884515345934,0.1380375411825906,0.1272108548638807,0.15704655800242762,2.7137611183902037,12,0.5587689102273756,0.4145416251472054,ENC<=p10
2566,สงขลา_5,สงขลา,5,ประชาธิปัตย์,54343,0.5266304874503344,0.13790095939529023,0.09500920631844172,0.1339180153115612,2.5674059914469263,11,0.5894290424747277,0.4350839515814135,ENC<=p10
2566,สตูล_2,สตูล,2,ภูมิใจไทย,55621,0.5271732949160253,0.18915153353300224,0.11243697160404899,0.11676839670925428,2.705241620631557,11,0.5575425266386664,0.3574944116438287,ENC<=p10
2566,สระแก้ว_3,สระแก้ว,3,เพื่อไทย,54116,0.4912535516843835,0.218919924835919,0.18907215933332727,0.0396336204940132,2.7068133443332614,9,0.5232340030553245,0.29006246011641174,ENC<=p10
2566,อุดรธานี_10,อุดรธานี,10,เพื่อไทย,47763,0.572190143038551,0.24909552675084456,0.04122241656084529,0.07915039413470062,2.261234290936937,14,0.6076408325276067,0.34311230980611673,ENC<=p10
2566,อุตรดิตถ์_3,อุตรดิตถ์,3,เพื่อไทย,48779,0.5274317719821807,0.20009947666623415,0.13944033562562172,0.06467064573331603,2.5645492154868554,10,0.5661312411503912,0.35134978296696917,ENC<=p10
2566,อุทัยธานี_1,อุทัยธานี,1,ภูมิใจไทย,49525,0.5372990214160175,0.17176210211122442,0.12229045066938617,0.08895133117798945,2.516208916929156,8,0.5838284528693356,0.3971919649172443,ENC<=p10
2566,อุบลราชธานี_10,อุบลราชธานี,10,เพื่อไทรวมพลัง,63127,0.6227446260691138,0.19089662520099834,0.09603527705708846,0.0514457082540027,2.129184587127272,15,0.6479348852485939,0.4493164182781131,ENC<=p10
2566,อุบลราชธานี_5,อุบลราชธานี,5,ภูมิใจไทย,44121,0.47254948162111216,0.3276925713306486,0.12905920658041298,0.03246294233570388,2.6617886082001427,11,0.4913361099356333,0.15061582663310988,ENC<=p10
2566,อ่างทอง_1,อ่างทอง,1,ภูมิใจไทย,44780,0.49800929735981675,0.23227829800484887,0.17364710069174136,0.03686692319669032,2.6616810746229875,8,0.5293457060109935,0.2824516815414623,ENC<=p10
2566,อ่างทอง_2,อ่างทอง,2,ภูมิใจไทย,47887,0.5235497343275097,0.24130277917477533,0.13667373668904292,0.04028819452036823,2.524132904727242,9,0.5558947808320951,0.29968424962852896,ENC<=p10
2566,เชียงราย_2,เชียงราย,2,เพื่อไทย,55778,0.5382470157967364,0.3192639126113347,0.026421175539665536,0.04430227059992859,2.1941750381399983,11,0.5798611111111112,0.23591358948769128,ENC<=p10
2566,เชียงใหม่_4,เชียงใหม่,4,ก้าวไกล,62009,0.5401386735422727,0.19112907440636923,0.13249769167784534,0.07877040469678229,2.562398666668934,14,0.5730696363384317,0.3702878794880089,ENC<=p10
2566,เพชรบูรณ์_6,เพชรบูรณ์,6,พลังประชารัฐ,47118,0.5026348915107423,0.2014145207057669,0.17447888886518317,0.056676836423374795,2.696601961530322,12,0.5374595063192955,0.3220901583245882,ENC<=p10
2566,เลย_1,เลย,1,เพื่อไทย,49831,0.5163834196891192,0.2507979274611399,0.062424870466321246,0.1026217616580311,2.590196235036959,11,0.5539239662072032,0.2848932859048466,ENC<=p10
2566,เลย_2,เลย,2,เพื่อไทย,50421,0.5401632670551937,0.2190178265341104,0.08471888926979773,0.08754713747000342,2.4914180927117977,13,0.5799183391799413,0.34478118350681464,ENC<=p10
2569,กาฬสินธุ์_6,กาฬสินธุ์,6,เพื่อไทย,54428,0.6463058398841047,0.16466383261690457,0.11129978388391479,0.03393735008430902,1.99856759447899,10,0.6759059185853017,0.5037006681071952,"ENC<=2.0, ENC<=p10"
2569,ชัยนาท_2,ชัยนาท,2,ภูมิใจไทย,52108,0.5759954015873366,0.17669621736342936,0.09364844250878783,0.04266796365485376,2.1203153198993427,6,0.6479079888094498,0.4491513832763444,ENC<=p10
2569,ชัยภูมิ_2,ชัยภูมิ,2,เพื่อไทย,52437,0.630350896173681,0.1689566879440297,0.04082368639330665,0.0707802901895729,1.9348634406890117,7,0.6920001055743243,0.506519214527027,"ENC<=2.0, ENC<=p10"
2569,นครพนม_1,นครพนม,1,ภูมิใจไทย,57294,0.6467321368100237,0.22236144034315386,0.062253075967942204,0.029913082740715656,1.9583153246658225,10,0.6727964489537096,0.4414734963244792,"ENC<=2.0, ENC<=p10"
2569,นครราชสีมา_8,นครราชสีมา,8,เพื่อไทย,48178,0.6148603808259737,0.14545152891929145,0.11560059216907448,0.028983102761754045,1.9826598983313233,5,0.6794821166647862,0.5187436533904999,"ENC<=2.0, ENC<=p10"
2569,นครสวรรค์_4,นครสวรรค์,4,ภูมิใจไทย,51575,0.6342306226097222,0.1366593293080338,0.06968851068016085,0.06662649565292245,1.9255886240031308,7,0.6991040082414975,0.5484662410366936,"ENC<=2.0, ENC<=p10"
2569,นครสวรรค์_5,นครสวรรค์,5,ภูมิใจไทย,56499,0.6794420058926102,0.14310624736937044,0.0658048223197643,0.03476640009620588,1.7502302602173014,7,0.7360282431411376,0.5810036215835961,"ENC<=2.0, ENC<=p10"
2569,บุรีรัมย์_1,บุรีรัมย์,1,ภูมิใจไทย,53235,0.6934349355216881,0.14896443923407582,0.037631887456037516,0.037710042985541224,1.668601747594637,8,0.7555886736214605,0.5932723014690228,"ENC<=2.0, ENC<=p10"
2569,บุรีรัมย์_10,บุรีรัมย์,10,ภูมิใจไทย,47751,0.7328606289424007,0.09552312107678376,0.05623340546679559,0.044293015332197615,1.5690956308290918,9,0.7889467162329615,0.6861131763733994,"ENC<=2.0, ENC<=p10"
2569,บุรีรัมย์_2,บุรีรัมย์,2,ภูมิใจไทย,54410,0.6581589452038225,0.16481190274585703,0.044768356114672794,0.04878432321277368,1.8150774659879392,9,0.718103709960538,0.5382808272512505,"ENC<=2.0, ENC<=p10"
2569,บุรีรัมย์_3,บุรีรัมย์,3,ภูมิใจไทย,51914,0.7621186764144573,0.10850289204028304,0.03799289468275639,0.025587950321500925,1.4687753556394043,8,0.815796090263373,0.6996511408636621,"ENC<=1.5, ENC<=2.0, ENC<=p10"
2569,บุรีรัมย์_4,บุรีรัมย์,4,ภูมิใจไทย,49024,0.6896241278415485,0.1579028809363043,0.049516092730137296,0.0346190636957011,1.724633814537832,7,0.7402083647893704,0.5707232372036841,"ENC<=2.0, ENC<=p10"
2569,บุรีรัมย์_5,บุรีรัมย์,5,ภูมิใจไทย,50853,0.6522123893805309,0.13053738617416955,0.0952802359882006,0.05275105809926895,1.9163438620009394,9,0.7007151419949568,0.56047014729996,"ENC<=2.0, ENC<=p10"
2569,บุรีรัมย์_6,บุรีรัมย์,6,ภูมิใจไทย,47010,0.6763444882456191,0.12045003309066843,0.06848329640606567,0.059894109861019194,1.7933687803872527,10,0.7310473524609283,0.6008552989658658,"ENC<=2.0, ENC<=p10"
2569,บุรีรัมย์_8,บุรีรัมย์,8,ภูมิใจไทย,49860,0.6252664844122294,0.1807077825988814,0.055127787113440845,0.05930375460861278,1.9827780017352934,10,0.6793378295524218,0.48300292935486067,"ENC<=2.0, ENC<=p10"
