year,key,province,district_number,winner_party,votes_rk1,share_rk1,share_rk2,share_rk3,share_others,enc,n_candidates,share_rk1_cand,margin12_cand,threshold
2569,ระยอง_2,ระยอง,2,ประชาชน,30488,0.424110061624494,0.3549459568489435,0.05550377676074951,0.04754684435294281,2.5094538797964447,5,0.4807922790638996,0.07840787232700436,0.75
2569,ระยอง_4,ระยอง,4,ภูมิใจไทย,32408,0.5614983453748462,0.2734896131122546,0.04828733302146681,0.041564876899353745,2.1757621170138024,7,0.6071301448135035,0.31141460124768167,0.75
2569,ราชบุรี_1,ราชบุรี,1,ภูมิใจไทย,53723,0.5342754567243145,0.26600897039372273,0.07193221485186917,0.04509064871261922,2.323979287598256,6,0.5824389080422385,0.2924499663912921,0.75
2569,ราชบุรี_5,ราชบุรี,5,ภูมิใจไทย,41923,0.3956381000915414,0.3546049092607797,0.15143021620754415,0.04602549946679502,2.937328799936135,8,0.41747244102329195,0.04329771661305902,0.75
2569,ร้อยเอ็ด_1,ร้อยเอ็ด,1,ภูมิใจไทย,46309,0.5592199009781428,0.21859678782755707,0.15682888540031398,0.013971742543171115,2.3360826952604143,5,0.5895105340207498,0.359073260772707,0.75
2569,ร้อยเอ็ด_3,ร้อยเอ็ด,3,กล้าธรรม,33009,0.4388560944479898,0.366464582003829,0.10293022761114656,0.04788874707509041,2.7042944581537753,9,0.4589874438588929,0.07571227943323554,0.75
2569,ร้อยเอ็ด_7,ร้อยเอ็ด,7,ไทยสร้างไทย,39470,0.5362480299983696,0.37042823759578286,0.04612521058638117,0.00900766262703114,2.1667804680099456,6,0.5575409998163661,0.17240405124800476,0.75
2569,ศรีสะเกษ_1,ศรีสะเกษ,1,ภูมิใจไทย,44088,0.5369905727022484,0.25722881294000144,0.13791381452339774,0.02647925750895228,2.4590753975338075,9,0.5601748322829844,0.29184031307176256,0.75
2569,ศรีสะเกษ_2,ศรีสะเกษ,2,ภูมิใจไทย,32241,0.4384919825370272,0.37080256232404424,0.09654956682579188,0.04598310824595047,2.6680489749747043,11,0.4606844323783668,0.07111523897978138,0.75
2569,ศรีสะเกษ_4,ศรีสะเกษ,4,ภูมิใจไทย,38705,0.5375395811343814,0.25755513582578743,0.0776901283262041,0.06871840453308149,2.4405051196993974,10,0.5709375737550153,0.29738022185508617,0.75
2569,ศรีสะเกษ_5,ศรีสะเกษ,5,ภูมิใจไทย,37079,0.45937039285404563,0.3023154973549562,0.13085223682743413,0.04393126602822206,2.741003622204874,9,0.49053433700670734,0.16770958737382424,0.75
2569,ศรีสะเกษ_7,ศรีสะเกษ,7,เพื่อไทย,31868,0.444463040446304,0.3988423988842399,0.07683403068340307,0.015188284518828452,2.4127730313954907,8,0.47519496592756066,0.048775032432190626,0.75
2569,ศรีสะเกษ_8,ศรีสะเกษ,8,ภูมิใจไทย,53218,0.6996568633895587,0.11550951185201741,0.11171002984368221,0.01778788635736166,1.7314091752972616,8,0.740640743730342,0.6183650179530715,0.75
2569,สงขลา_6,สงขลา,6,ภูมิใจไทย,43976,0.5222368686688755,0.28260120892562374,0.09262887883430118,0.05161091120690679,2.4838668148345096,7,0.5502571353495415,0.2524931493136801,0.75
2569,สงขลา_8,สงขลา,8,กล้าธรรม,38399,0.4314058128953252,0.36828860002921054,0.06813917693716366,0.07836286218247593,2.712345072279563,8,0.455936832106388,0.06670624554737592,0.75
2569,สมุทรสาคร_4,สมุทรสาคร,4,ภูมิใจไทย,40131,0.51127503439841,0.2627656321663354,0.05543240075421699,0.09462110788360598,2.5455874339940556,10,0.5532715691951361,0.2689221606419059,0.75
2569,สระบุรี_3,สระบุรี,3,ภูมิใจไทย,35796,0.5498786445052075,0.28235890503548494,0.045408461089434395,0.0427970137331408,2.2029007393551705,8,0.5974064987733441,0.29064236719571424,0.75
2569,สระบุรี_4,สระบุรี,4,กล้าธรรม,45409,0.478115293498289,0.28187417741510923,0.05149776256909713,0.08695972624374836,2.5793233269502474,7,0.5321575061525841,0.21842259463260283,0.75
2569,สระแก้ว_1,สระแก้ว,1,พลังประชารัฐ,53324,0.572803540545476,0.19812445618897231,0.030421191711514292,0.11710869775385904,2.272351734746282,9,0.623657926130383,0.40794367383219104,0.75
2569,สระแก้ว_2,สระแก้ว,2,พลังประชารัฐ,56364,0.6467989396738694,0.15822269143821074,0.03454092698208691,0.07971954144337469,1.894288960511374,9,0.7035913567763922,0.5314758641351159,0.75
2569,สิงห์บุรี_1,สิงห์บุรี,1,ภูมิใจไทย,61861,0.5135269750877863,0.25132198268347955,0.10775092767073707,0.027975394934544217,2.39416484866124,6,0.5702210423464779,0.29115277547333296,0.75
2569,สุพรรณบุรี_1,สุพรรณบุรี,1,ภูมิใจไทย,59148,0.6321189257355377,0.21654144980816706,0.039745220207115455,0.03647497622126514,1.908071439924802,9,0.6834600540777889,0.4493309606896074,0.75
2569,สุพรรณบุรี_2,สุพรรณบุรี,2,ภูมิใจไทย,42523,0.5202544809445158,0.23935890377439287,0.0928610754266838,0.07267388511653515,2.52614092811715,7,0.5623470912625468,0.30362220135683776,0.75
2569,สุพรรณบุรี_3,สุพรรณบุรี,3,กล้าธรรม,45123,0.44079635038635495,0.37299129602313247,0.11259487920912013,0.023747887502808523,2.606410446270406,6,0.46393247105755586,0.07136394480886678,0.75
2569,สุพรรณบุรี_4,สุพรรณบุรี,4,ภูมิใจไทย,52830,0.5811945125908976,0.1890559852143588,0.054324029967326375,0.08835080693957029,2.204031280096597,8,0.636628747710402,0.42954063433914974,0.75
2569,สุพรรณบุรี_5,สุพรรณบุรี,5,ภูมิใจไทย,57191,0.5532649704943408,0.22874141433684822,0.09910031924155945,0.025964980168327368,2.232927385955194,6,0.6099462480269613,0.35777057292777614,0.75
2569,สุรินทร์_3,สุรินทร์,3,ภูมิใจไทย,44112,0.5912978204337686,0.17508913970134848,0.12503686228251254,0.04869842631564837,2.229566332906007,9,0.6289584372994939,0.4427176160262351,0.75
2569,สุรินทร์_5,สุรินทร์,5,ภูมิใจไทย,37432,0.5300106194690265,0.2295362831858407,0.10334867256637169,0.09806725663716814,2.6432294803251324,11,0.5515412270878765,0.3126804974361997,0.75
2569,สุรินทร์_6,สุรินทร์,6,ภูมิใจไทย,48468,0.6322297879001331,0.13607784821684799,0.11450262189872427,0.05560773264459576,2.038708603549364,9,0.6737187417467091,0.5287110270916445,0.75
2569,สุรินทร์_8,สุรินทร์,8,ภูมิใจไทย,49285,0.6428450311085604,0.16013408637353752,0.07017360794083503,0.05504323894243938,1.935895156752673,8,0.6925746887383716,0.520052837188387,0.75
2569,สุโขทัย_4,สุโขทัย,4,ภูมิใจไทย,44904,0.5729524198384648,0.24043994743087543,0.1101527311701734,0.023349878146810762,2.2506026867445854,7,0.6050854994542588,0.351160879114956,0.75
2569,อุดรธานี_3,อุดรธานี,3,ภูมิใจไทย,30573,0.4271344146862819,0.35694426980734034,0.12927336993727034,0.038601785489752294,2.770920302250118,9,0.44869235962311776,0.07373271889400922,0.75
2569,อุทัยธานี_1,อุทัยธานี,1,ภูมิใจไทย,50705,0.6620661739743556,0.15783563575588228,0.053821847335022065,0.02982268299689238,1.748059397446102,4,0.7327418026272056,0.5580571973583434,0.75
2569,อุทัยธานี_2,อุทัยธานี,2,ภูมิใจไทย,50967,0.6654697863895127,0.13747584477986108,0.09709092808272836,0.02535645270799603,1.8154021334455601,5,0.7191212574427858,0.5705618421423936,0.75
