district_id,year,ballot_code,region,province,district_number,district_label,eligible_voters,voters_used,valid_votes,invalid_votes,no_vote,turnout_rate
CCO_3,2569,CONS,ภาคตะวันออก,ฉะเชิงเทรา,3,ฉะเชิงเทรา-3,148423,98419,88206,5117,5096,0.663098037
CCO_3,2569,PARTY,ภาคตะวันออก,ฉะเชิงเทรา,3,ฉะเชิงเทรา-3,148423,98025,88245,6452,3328,0.660443462
CCO_4,2569,CONS,ภาคตะวันออก,ฉะเชิงเทรา,4,ฉะเชิงเทรา-4,151927,117546,107721,4360,5465,0.773700527
CCO_4,2569,PARTY,ภาคตะวันออก,ฉะเชิงเทรา,4,ฉะเชิงเทรา-4,151927,117390,107026,6242,4122,0.772673718
PRI_1,2569,CONS,ภาคตะวันออก,ปราจีนบุรี,1,ปราจีนบุรี-1,132597,89864,78565,3509,7790,0.677722724
PRI_1,2569,PARTY,ภาคตะวันออก,ปราจีนบุรี,1,ปราจีนบุรี-1,132597,90264,80760,4390,5114,0.680739383
PRI_2,2569,CONS,ภาคตะวันออก,ปราจีนบุรี,2,ปราจีนบุรี-2,141803,101887,94564,3353,3970,0.718510892
PRI_2,2569,PARTY,ภาคตะวันออก,ปราจีนบุรี,2,ปราจีนบุรี-2,141803,101584,93228,4923,3433,0.716374125
PRI_3,2569,CONS,ภาคตะวันออก,ปราจีนบุรี,3,ปราจีนบุรี-3,129130,86149,77567,4326,4256,0.667149384
PRI_3,2569,PARTY,ภาคตะวันออก,ปราจีนบุรี,3,ปราจีนบุรี-3,129130,85888,77514,4879,3495,0.665128165
NYK_1,2569,CONS,ภาคตะวันออก,นครนายก,1,นครนายก-1,104054,73481,68423,2365,2693,0.706181406
NYK_1,2569,PARTY,ภาคตะวันออก,นครนายก,1,นครนายก-1,104054,74049,66970,4249,2830,0.71164011
NYK_2,2569,CONS,ภาคตะวันออก,นครนายก,2,นครนายก-2,108945,81538,75139,3041,3358,0.748432695
NYK_2,2569,PARTY,ภาคตะวันออก,นครนายก,2,นครนายก-2,108945,81538,73884,4718,2936,0.748432695
SKW_1,2569,CONS,ภาคตะวันออก,สระแก้ว,1,สระแก้ว-1,147502,93093,85502,3596,3995,0.631130425
SKW_1,2569,PARTY,ภาคตะวันออก,สระแก้ว,1,สระแก้ว-1,147502,93286,84541,5716,3029,0.632438882
SKW_2,2569,CONS,ภาคตะวันออก,สระแก้ว,2,สระแก้ว-2,145146,87143,80109,3520,3514,0.600381685
SKW_2,2569,PARTY,ภาคตะวันออก,สระแก้ว,2,สระแก้ว-2,145146,87242,79815,4621,2806,0.601063756
SKW_3,2569,CONS,ภาคตะวันออก,สระแก้ว,3,สระแก้ว-3,151047,95577,87118,4905,3554,0.632763312
SKW_3,2569,PARTY,ภาคตะวันออก,สระแก้ว,3,สระแก้ว-3,151047,95161,86214,5825,3122,0.630009202
NMA_1,2569,CONS,ภาคอีสาน,นครราชสีมา,1,นครราชสีมา-1,128667,85005,76007,2167,6831,0.66065891
NMA_1,2569,PARTY,ภาคอีสาน,นครราชสีมา,1,นครราชสีมา-1,128667,85116,78573,2491,4052,0.661521602
NMA_2,2569,CONS,ภาคอีสาน,นครราชสีมา,2,นครราชสีมา-2,141222,95437,87403,2931,5103,0.67579414
NMA_2,2569,PARTY,ภาคอีสาน,นครราชสีมา,2,นครราชสีมา-2,141222,95490,87184,3960,4346,0.676169435
NMA_3,2569,CONS,ภาคอีสาน,นครราชสีมา,3,นครราชสีมา-3,136549,97321,87895,3425,6001,0.712718511
NMA_3,2569,PARTY,ภาคอีสาน,นครราชสีมา,3,นครราชสีมา-3,136549,97316,88973,4107,4236,0.712681894
NMA_4,2569,CONS,ภาคอีสาน,นครราชสีมา,4,นครราชสีมา-4,131758,79563,71266,3412,4885,0.603857071
NMA_4,2569,PARTY,ภาคอีสาน,นครราชสีมา,4,นครราชสีมา-4,131758,77757,70454,3883,3420,0.590150124
NMA_5,2569,CONS,ภาคอีสาน,นครราชสีมา,5,นครราชสีมา-5,133508,91146,83962,3689,3495,0.682700662
NMA_5,2569,PARTY,ภาคอีสาน,นครราชสีมา,5,นครราชสีมา-5,133508,91275,82455,5626,3194,0.683666896
NMA_6,2569,CONS,ภาคอีสาน,นครราชสีมา,6,นครราชสีมา-6,133507,81885,78091,2021,1773,0.613338626
NMA_6,2569,PARTY,ภาคอีสาน,นครราชสีมา,6,นครราชสีมา-6,133507,81345,75175,4584,1586,0.609293895
NMA_7,2569,CONS,ภาคอีสาน,นครราชสีมา,7,นครราชสีมา-7,131810,72610,68289,2474,1847,0.550868675
NMA_7,2569,PARTY,ภาคอีสาน,นครราชสีมา,7,นครราชสีมา-7,131810,72506,66629,4207,1670,0.55007966
NMA_8,2569,CONS,ภาคอีสาน,นครราชสีมา,8,นครราชสีมา-8,133816,78356,70904,4488,2964,0.585550308
NMA_8,2569,PARTY,ภาคอีสาน,นครราชสีมา,8,นครราชสีมา-8,133816,78403,71589,4210,2604,0.585901536
NMA_9,2569,CONS,ภาคอีสาน,นครราชสีมา,9,นครราชสีมา-9,135762,83262,79059,2651,1552,0.613293852
NMA_9,2569,PARTY,ภาคอีสาน,นครราชสีมา,9,นครราชสีมา-9,135762,87229,80515,4843,1871,0.642514106
NMA_10,2569,CONS,ภาคอีสาน,นครราชสีมา,10,นครราชสีมา-10,138144,102879,95993,3772,3114,0.744722898
NMA_10,2569,PARTY,ภาคอีสาน,นครราชสีมา,10,นครราชสีมา-10,138144,102445,92711,6222,3512,0.741581249
NMA_11,2569,CONS,ภาคอีสาน,นครราชสีมา,11,นครราชสีมา-11,132460,85265,77647,3689,3929,0.64370376
NMA_11,2569,PARTY,ภาคอีสาน,นครราชสีมา,11,นครราชสีมา-11,132460,85423,77330,5001,3092,0.644896573
NMA_12,2569,CONS,ภาคอีสาน,นครราชสีมา,12,นครราชสีมา-12,132505,86213,78302,4225,3686,0.650639599
NMA_12,2569,PARTY,ภาคอีสาน,นครราชสีมา,12,นครราชสีมา-12,132505,90376,81422,5551,3403,0.682057281
NMA_13,2569,CONS,ภาคอีสาน,นครราชสีมา,13,นครราชสีมา-13,130106,71744,60849,6106,4789,0.551427298
NMA_13,2569,PARTY,ภาคอีสาน,นครราชสีมา,13,นครราชสีมา-13,130106,72017,64469,4332,3216,0.553525587
NMA_14,2569,CONS,ภาคอีสาน,นครราชสีมา,14,นครราชสีมา-14,130825,82123,71835,4731,5557,0.627731703
NMA_14,2569,PARTY,ภาคอีสาน,นครราชสีมา,14,นครราชสีมา-14,130825,81926,74623,3537,3766,0.626225874
NMA_15,2569,CONS,ภาคอีสาน,นครราชสีมา,15,นครราชสีมา-15,138615,89820,85822,2489,1509,0.64798182
NMA_15,2569,PARTY,ภาคอีสาน,นครราชสีมา,15,นครราชสีมา-15,138615,93049,85812,5270,1967,0.671276557
NMA_16,2569,CONS,ภาคอีสาน,นครราชสีมา,16,นครราชสีมา-16,136001,82925,77922,2785,2218,0.609738164
NMA_16,2569,PARTY,ภาคอีสาน,นครราชสีมา,16,นครราชสีมา-16,136001,82327,75477,4954,1896,0.605341137
BRM_4,2569,CONS,ภาคอีสาน,บุรีรัมย์,4,บุรีรัมย์-4,121519,71088,66230,3058,1800,0.584994939
BRM_4,2569,PARTY,ภาคอีสาน,บุรีรัมย์,4,บุรีรัมย์-4,121519,66046,61453,3538,1055,0.543503485
BRM_1,2569,CONS,ภาคอีสาน,บุรีรัมย์,1,บุรีรัมย์-1,125325,76770,70455,3400,2915,0.612567325
BRM_1,2569,PARTY,ภาคอีสาน,บุรีรัมย์,1,บุรีรัมย์-1,125325,76626,71524,3523,1579,0.611418312
BRM_2,2569,CONS,ภาคอีสาน,บุรีรัมย์,2,บุรีรัมย์-2,127640,82670,75769,3510,3391,0.647680978
BRM_2,2569,PARTY,ภาคอีสาน,บุรีรัมย์,2,บุรีรัมย์-2,127640,82745,76908,4143,1694,0.648268568
BRM_3,2569,CONS,ภาคอีสาน,บุรีรัมย์,3,บุรีรัมย์-3,125637,68118,63636,3142,1340,0.542181045
BRM_3,2569,PARTY,ภาคอีสาน,บุรีรัมย์,3,บุรีรัมย์-3,125637,68032,63851,3345,836,0.541496534
BRM_5,2569,CONS,ภาคอีสาน,บุรีรัมย์,5,บุรีรัมย์-5,131438,77970,72573,2920,2477,0.593207444
BRM_5,2569,PARTY,ภาคอีสาน,บุรีรัมย์,5,บุรีรัมย์-5,131438,72251,67351,3602,1298,0.549696435
BRM_6,2569,CONS,ภาคอีสาน,บุรีรัมย์,6,บุรีรัมย์-6,130776,69506,64305,2667,2534,0.531488958
BRM_6,2569,PARTY,ภาคอีสาน,บุรีรัมย์,6,บุรีรัมย์-6,130776,69903,65237,3318,1348,0.534524683
BRM_7,2569,CONS,ภาคอีสาน,บุรีรัมย์,7,บุรีรัมย์-7,123023,71117,66292,2802,2023,0.578078896
BRM_7,2569,PARTY,ภาคอีสาน,บุรีรัมย์,7,บุรีรัมย์-7,123023,70555,65607,3656,1292,0.573510644
BRM_8,2569,CONS,ภาคอีสาน,บุรีรัมย์,8,บุรีรัมย์-8,126975,79742,73395,3042,3305,0.628013388
BRM_8,2569,PARTY,ภาคอีสาน,บุรีรัมย์,8,บุรีรัมย์-8,126975,79642,73492,4018,2132,0.627225832
BRM_9,2569,CONS,ภาคอีสาน,บุรีรัมย์,9,บุรีรัมย์-9,127988,67032,62019,3038,1975,0.5237366
BRM_9,2569,PARTY,ภาคอีสาน,บุรีรัมย์,9,บุรีรัมย์-9,127988,72515,66932,4071,1512,0.566576554
BRM_10,2569,CONS,ภาคอีสาน,บุรีรัมย์,10,บุรีรัมย์-10,121301,65157,60525,2705,1927,0.537151384
BRM_10,2569,PARTY,ภาคอีสาน,บุรีรัมย์,10,บุรีรัมย์-10,121301,65171,60481,3554,1136,0.537266799
SRN_1,2569,CONS,ภาคอีสาน,สุรินทร์,1,สุรินทร์-1,136098,88601,81068,3303,4230,0.651008832
SRN_1,2569,PARTY,ภาคอีสาน,สุรินทร์,1,สุรินทร์-1,136098,88615,82136,3816,2663,0.651111699
SRN_2,2569,CONS,ภาคอีสาน,สุรินทร์,2,สุรินทร์-2,140119,89248,84087,2850,2311,0.636944312
SRN_2,2569,PARTY,ภาคอีสาน,สุรินทร์,2,สุรินทร์-2,140119,88080,81987,4404,1689,0.62860854
SRN_3,2569,CONS,ภาคอีสาน,สุรินทร์,3,สุรินทร์-3,137394,74602,70135,2455,2012,0.542978587
SRN_3,2569,PARTY,ภาคอีสาน,สุรินทร์,3,สุรินทร์-3,137394,74601,69500,3539,1562,0.542971309
SRN_4,2569,CONS,ภาคอีสาน,สุรินทร์,4,สุรินทร์-4,139651,72193,68441,2121,1631,0.516952976
SRN_4,2569,PARTY,ภาคอีสาน,สุรินทร์,4,สุรินทร์-4,139651,71455,66844,3275,1336,0.511668373
SRN_5,2569,CONS,ภาคอีสาน,สุรินทร์,5,สุรินทร์-5,135554,70625,67868,1949,808,0.521010077
SRN_5,2569,PARTY,ภาคอีสาน,สุรินทร์,5,สุรินทร์-5,135554,69778,64847,4101,830,0.514761645
SRN_6,2569,CONS,ภาคอีสาน,สุรินทร์,6,สุรินทร์-6,134172,76662,71941,3007,1714,0.571371076
SRN_6,2569,PARTY,ภาคอีสาน,สุรินทร์,6,สุรินทร์-6,134172,76481,71043,4132,1306,0.570022061
SRN_7,2569,CONS,ภาคอีสาน,สุรินทร์,7,สุรินทร์-7,136448,87156,80866,4081,2209,0.638748827
SRN_7,2569,PARTY,ภาคอีสาน,สุรินทร์,7,สุรินทร์-7,136448,87650,81693,4255,1702,0.642369254
SRN_8,2569,CONS,ภาคอีสาน,สุรินทร์,8,สุรินทร์-8,136843,76667,71162,3934,1571,0.560255183
SRN_8,2569,PARTY,ภาคอีสาน,สุรินทร์,8,สุรินทร์-8,136843,76342,70526,4308,1508,0.557880198
SSK_1,2569,CONS,ภาคอีสาน,ศรีสะเกษ,1,ศรีสะเกษ-1,132927,82102,78704,1964,1434,0.61764728
SSK_1,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,1,ศรีสะเกษ-1,132927,82175,77355,3296,1524,0.618196454
SSK_2,2569,CONS,ภาคอีสาน,ศรีสะเกษ,2,ศรีสะเกษ-2,128729,73527,69985,2191,1351,0.571176658
SSK_2,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,2,ศรีสะเกษ-2,128729,74213,69121,3758,1334,0.576505682
SSK_3,2569,CONS,ภาคอีสาน,ศรีสะเกษ,3,ศรีสะเกษ-3,128000,78816,73521,3067,2228,0.61575
SSK_3,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,3,ศรีสะเกษ-3,128000,78520,72087,4593,1840,0.6134375
SSK_4,2569,CONS,ภาคอีสาน,ศรีสะเกษ,4,ศรีสะเกษ-4,122479,72004,67792,2520,1692,0.587888536
SSK_4,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,4,ศรีสะเกษ-4,122479,71504,65873,4303,1328,0.583806204
SSK_5,2569,CONS,ภาคอีสาน,ศรีสะเกษ,5,ศรีสะเกษ-5,127678,80717,75589,3280,1848,0.63219192
SSK_5,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,5,ศรีสะเกษ-5,127678,80393,74004,4824,1565,0.629654287
SSK_6,2569,CONS,ภาคอีสาน,ศรีสะเกษ,6,ศรีสะเกษ-6,128761,70972,66877,2850,1245,0.551191743
SSK_6,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,6,ศรีสะเกษ-6,128761,60564,55870,3930,764,0.470359814
SSK_7,2569,CONS,ภาคอีสาน,ศรีสะเกษ,7,ศรีสะเกษ-7,127528,71700,67063,3877,760,0.562229471
SSK_7,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,7,ศรีสะเกษ-7,127528,71666,66966,3957,743,0.561962863
SSK_8,2569,CONS,ภาคอีสาน,ศรีสะเกษ,8,ศรีสะเกษ-8,133339,76063,71854,2679,1530,0.570448256
SSK_8,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,8,ศรีสะเกษ-8,133339,75608,70406,3793,1409,0.567035901
SSK_9,2569,CONS,ภาคอีสาน,ศรีสะเกษ,9,ศรีสะเกษ-9,139255,87028,82939,2521,1568,0.624954221
SSK_9,2569,PARTY,ภาคอีสาน,ศรีสะเกษ,9,ศรีสะเกษ-9,139255,86965,81836,3612,1517,0.624501813
UBN_1,2569,CONS,ภาคอีสาน,อุบลราชธานี,1,อุบลราชธานี-1,132544,86407,76420,3834,6153,0.651911818
UBN_1,2569,PARTY,ภาคอีสาน,อุบลราชธานี,1,อุบลราชธานี-1,132544,86822,80278,2930,3614,0.655042854
UBN_2,2569,CONS,ภาคอีสาน,อุบลราชธานี,2,อุบลราชธานี-2,136569,84801,80009,2147,2645,0.620938866
UBN_2,2569,PARTY,ภาคอีสาน,อุบลราชธานี,2,อุบลราชธานี-2,136569,84555,78178,3868,2509,0.619137579
UBN_3,2569,CONS,ภาคอีสาน,อุบลราชธานี,3,อุบลราชธานี-3,139753,87951,80774,3261,3916,0.62933175
UBN_3,2569,PARTY,ภาคอีสาน,อุบลราชธานี,3,อุบลราชธานี-3,139753,88265,81369,4197,2699,0.631578571
UBN_4,2569,CONS,ภาคอีสาน,อุบลราชธานี,4,อุบลราชธานี-4,150372,106067,94753,4933,6381,0.705364031
UBN_4,2569,PARTY,ภาคอีสาน,อุบลราชธานี,4,อุบลราชธานี-4,150372,106088,97295,4797,3996,0.705503684
UBN_5,2569,CONS,ภาคอีสาน,อุบลราชธานี,5,อุบลราชธานี-5,131064,74566,69964,2665,1937,0.568928157
UBN_5,2569,PARTY,ภาคอีสาน,อุบลราชธานี,5,อุบลราชธานี-5,131064,74669,69300,3644,1725,0.569714033
UBN_6,2569,CONS,ภาคอีสาน,อุบลราชธานี,6,อุบลราชธานี-6,132041,80082,74580,3912,1590,0.606493438
UBN_6,2569,PARTY,ภาคอีสาน,อุบลราชธานี,6,อุบลราชธานี-6,132041,80165,73729,4884,1552,0.60712203
UBN_7,2569,CONS,ภาคอีสาน,อุบลราชธานี,7,อุบลราชธานี-7,131286,86153,82798,2418,937,0.656223817
UBN_7,2569,PARTY,ภาคอีสาน,อุบลราชธานี,7,อุบลราชธานี-7,131286,85903,80601,4012,1290,0.654319577
UBN_8,2569,CONS,ภาคอีสาน,อุบลราชธานี,8,อุบลราชธานี-8,137335,78660,74464,2553,1643,0.572760039
UBN_8,2569,PARTY,ภาคอีสาน,อุบลราชธานี,8,อุบลราชธานี-8,137335,80823,74701,4231,1891,0.588509848
UBN_9,2569,CONS,ภาคอีสาน,อุบลราชธานี,9,อุบลราชธานี-9,130180,74428,70003,3354,1071,0.571731449
UBN_9,2569,PARTY,ภาคอีสาน,อุบลราชธานี,9,อุบลราชธานี-9,130180,74493,68823,4456,1214,0.572230757
UBN_10,2569,CONS,ภาคอีสาน,อุบลราชธานี,10,อุบลราชธานี-10,141283,84112,77104,4622,2386,0.595344097
UBN_10,2569,PARTY,ภาคอีสาน,อุบลราชธานี,10,อุบลราชธานี-10,141283,84961,79339,4213,1409,0.601353312
UBN_11,2569,CONS,ภาคอีสาน,อุบลราชธานี,11,อุบลราชธานี-11,135372,80392,74813,3056,2523,0.593859882
UBN_11,2569,PARTY,ภาคอีสาน,อุบลราชธานี,11,อุบลราชธานี-11,135372,80957,74248,4442,2267,0.598033567
YST_1,2569,CONS,ภาคอีสาน,ยโสธร,1,ยโสธร-1,144704,100428,95665,2747,2016,0.694023662
YST_1,2569,PARTY,ภาคอีสาน,ยโสธร,1,ยโสธร-1,144704,92326,86759,3785,1782,0.638033503
YST_2,2569,CONS,ภาคอีสาน,ยโสธร,2,ยโสธร-2,141190,81496,79014,1694,788,0.577208018
YST_2,2569,PARTY,ภาคอีสาน,ยโสธร,2,ยโสธร-2,141190,81583,77266,3297,1020,0.577824209
YST_3,2569,CONS,ภาคอีสาน,ยโสธร,3,ยโสธร-3,146614,93197,87905,3394,1898,0.635662351
YST_3,2569,PARTY,ภาคอีสาน,ยโสธร,3,ยโสธร-3,146614,94013,88585,3833,1595,0.641227986
CPM_1,2569,CONS,ภาคอีสาน,ชัยภูมิ,1,ชัยภูมิ-1,129441,14912,13835,514,563,0.115203065
CPM_1,2569,PARTY,ภาคอีสาน,ชัยภูมิ,1,ชัยภูมิ-1,129441,15241,13984,814,443,0.117744764
CPM_2,2569,CONS,ภาคอีสาน,ชัยภูมิ,2,ชัยภูมิ-2,133561,83187,75776,4233,3178,0.622839002
CPM_2,2569,PARTY,ภาคอีสาน,ชัยภูมิ,2,ชัยภูมิ-2,133561,83111,75737,4745,2629,0.622269974
CPM_3,2569,CONS,ภาคอีสาน,ชัยภูมิ,3,ชัยภูมิ-3,127154,75078,69948,3486,1644,0.590449376
CPM_3,2569,PARTY,ภาคอีสาน,ชัยภูมิ,3,ชัยภูมิ-3,127154,75689,68471,5282,1936,0.595254573
CPM_4,2569,CONS,ภาคอีสาน,ชัยภูมิ,4,ชัยภูมิ-4,121184,54838,52350,1940,548,0.452518484
CPM_4,2569,PARTY,ภาคอีสาน,ชัยภูมิ,4,ชัยภูมิ-4,121184,54592,50442,3283,867,0.450488513
CPM_5,2569,CONS,ภาคอีสาน,ชัยภูมิ,5,ชัยภูมิ-5,132089,77587,74248,2358,981,0.587384264
CPM_5,2569,PARTY,ภาคอีสาน,ชัยภูมิ,5,ชัยภูมิ-5,132089,77729,71527,4807,1395,0.588459296
CPM_6,2569,CONS,ภาคอีสาน,ชัยภูมิ,6,ชัยภูมิ-6,134526,84588,79010,3633,1945,0.628785514
CPM_6,2569,PARTY,ภาคอีสาน,ชัยภูมิ,6,ชัยภูมิ-6,134526,84625,77617,5371,1637,0.629060553
CPM_7,2569,CONS,ภาคอีสาน,ชัยภูมิ,7,ชัยภูมิ-7,126889,75380,72679,1916,785,0.594062527
CPM_7,2569,PARTY,ภาคอีสาน,ชัยภูมิ,7,ชัยภูมิ-7,126889,76294,70883,4141,1270,0.601265673
ACR_1,2569,CONS,ภาคอีสาน,อำนาจเจริญ,1,อำนาจเจริญ-1,145524,85388,79648,2654,3086,0.586762321
ACR_1,2569,PARTY,ภาคอีสาน,อำนาจเจริญ,1,อำนาจเจริญ-1,145524,85293,79450,3730,2113,0.586109508
ACR_2,2569,CONS,ภาคอีสาน,อำนาจเจริญ,2,อำนาจเจริญ-2,157184,98082,88929,5450,3703,0.623994809
ACR_2,2569,PARTY,ภาคอีสาน,อำนาจเจริญ,2,อำนาจเจริญ-2,157184,97713,90537,4785,2391,0.621647241
BKN_1,2569,CONS,ภาคอีสาน,บึงกาฬ,1,บึงกาฬ-1,104792,66872,62774,2694,1404,0.638140316
BKN_1,2569,PARTY,ภาคอีสาน,บึงกาฬ,1,บึงกาฬ-1,104792,70549,66228,2994,1327,0.673228872
BKN_2,2569,CONS,ภาคอีสาน,บึงกาฬ,2,บึงกาฬ-2,109412,73563,70695,1819,1049,0.672348554
BKN_2,2569,PARTY,ภาคอีสาน,บึงกาฬ,2,บึงกาฬ-2,109412,72567,68278,3178,1111,0.663245348
BKN_3,2569,CONS,ภาคอีสาน,บึงกาฬ,3,บึงกาฬ-3,118398,69303,63762,3457,2084,0.585339279
BKN_3,2569,PARTY,ภาคอีสาน,บึงกาฬ,3,บึงกาฬ-3,118398,69384,64556,3244,1584,0.586023413
NBP_1,2569,CONS,ภาคอีสาน,หนองบัวลำภู,1,หนองบัวลำภู-1,139306,87806,83308,2222,2276,0.630310252
NBP_1,2569,PARTY,ภาคอีสาน,หนองบัวลำภู,1,หนองบัวลำภู-1,139306,92386,86113,4262,2011,0.663187515
NBP_2,2569,CONS,ภาคอีสาน,หนองบัวลำภู,2,หนองบัวลำภู-2,136024,79264,75283,2329,1652,0.582720696
NBP_2,2569,PARTY,ภาคอีสาน,หนองบัวลำภู,2,หนองบัวลำภู-2,136024,79315,74085,3921,1309,0.58309563
NBP_3,2569,CONS,ภาคอีสาน,หนองบัวลำภู,3,หนองบัวลำภู-3,133312,78888,74323,2781,1784,0.591754681
NBP_3,2569,PARTY,ภาคอีสาน,หนองบัวลำภู,3,หนองบัวลำภู-3,133312,78947,73396,4063,1488,0.592197252
KKN_1,2569,CONS,ภาคอีสาน,ขอนแก่น,1,ขอนแก่น-1,128250,86314,78585,2510,5219,0.673013645
KKN_1,2569,PARTY,ภาคอีสาน,ขอนแก่น,1,ขอนแก่น-1,128250,80932,75615,2737,2580,0.631048733
KKN_2,2569,CONS,ภาคอีสาน,ขอนแก่น,2,ขอนแก่น-2,138811,99877,91205,2640,6032,0.719517906
KKN_2,2569,PARTY,ภาคอีสาน,ขอนแก่น,2,ขอนแก่น-2,138811,99334,92727,3387,3220,0.715606112
KKN_3,2569,CONS,ภาคอีสาน,ขอนแก่น,3,ขอนแก่น-3,132197,83342,77806,3714,1822,0.630437907
KKN_3,2569,PARTY,ภาคอีสาน,ขอนแก่น,3,ขอนแก่น-3,132197,83197,77507,4166,1524,0.629341059
KKN_4,2569,CONS,ภาคอีสาน,ขอนแก่น,4,ขอนแก่น-4,130881,92289,87456,2664,2169,0.705136727
KKN_4,2569,PARTY,ภาคอีสาน,ขอนแก่น,4,ขอนแก่น-4,130881,92164,85617,4573,1974,0.704181661
KKN_5,2569,CONS,ภาคอีสาน,ขอนแก่น,5,ขอนแก่น-5,131801,81282,77433,2459,1390,0.616702453
KKN_5,2569,PARTY,ภาคอีสาน,ขอนแก่น,5,ขอนแก่น-5,131801,81333,75467,4691,1175,0.6170894
KKN_6,2569,CONS,ภาคอีสาน,ขอนแก่น,6,ขอนแก่น-6,129906,86315,80055,3809,2451,0.664441981
KKN_6,2569,PARTY,ภาคอีสาน,ขอนแก่น,6,ขอนแก่น-6,129906,86181,79094,5062,2025,0.663410466
KKN_7,2569,CONS,ภาคอีสาน,ขอนแก่น,7,ขอนแก่น-7,132362,88824,81886,4330,2608,0.671068736
KKN_7,2569,PARTY,ภาคอีสาน,ขอนแก่น,7,ขอนแก่น-7,132362,88625,81734,5026,1865,0.669565283
KKN_8,2569,CONS,ภาคอีสาน,ขอนแก่น,8,ขอนแก่น-8,139634,91152,84753,3417,2982,0.6527923
KKN_8,2569,PARTY,ภาคอีสาน,ขอนแก่น,8,ขอนแก่น-8,139634,91350,84806,4413,2131,0.654210293
KKN_9,2569,CONS,ภาคอีสาน,ขอนแก่น,9,ขอนแก่น-9,127326,76079,72773,2267,1039,0.597513469
KKN_9,2569,PARTY,ภาคอีสาน,ขอนแก่น,9,ขอนแก่น-9,127326,75980,71439,3677,864,0.596735938
KKN_10,2569,CONS,ภาคอีสาน,ขอนแก่น,10,ขอนแก่น-10,135705,82656,77613,3746,1297,0.609085885
KKN_10,2569,PARTY,ภาคอีสาน,ขอนแก่น,10,ขอนแก่น-10,135705,83761,78600,4228,933,0.617228547
KKN_11,2569,CONS,ภาคอีสาน,ขอนแก่น,11,ขอนแก่น-11,131498,80798,74696,4043,2059,0.614442805
KKN_11,2569,PARTY,ภาคอีสาน,ขอนแก่น,11,ขอนแก่น-11,131498,80866,74894,4359,1613,0.614959923
UDN_1,2569,CONS,ภาคอีสาน,อุดรธานี,1,อุดรธานี-1,129255,81594,73783,2345,5466,0.631263781
UDN_1,2569,PARTY,ภาคอีสาน,อุดรธานี,1,อุดรธานี-1,129255,80339,75223,2150,2966,0.621554292
UDN_2,2569,CONS,ภาคอีสาน,อุดรธานี,2,อุดรธานี-2,132878,70331,64878,2463,2990,0.529290025
UDN_2,2569,PARTY,ภาคอีสาน,อุดรธานี,2,อุดรธานี-2,132878,70615,65327,3218,2070,0.531427324
UDN_3,2569,CONS,ภาคอีสาน,อุดรธานี,3,อุดรธานี-3,125830,71577,68138,2315,1124,0.56883891
UDN_3,2569,PARTY,ภาคอีสาน,อุดรธานี,3,อุดรธานี-3,125830,71753,66966,3757,1030,0.570237622
UDN_4,2569,CONS,ภาคอีสาน,อุดรธานี,4,อุดรธานี-4,126481,67756,64235,2136,1385,0.535701014
UDN_4,2569,PARTY,ภาคอีสาน,อุดรธานี,4,อุดรธานี-4,126481,67552,62904,3657,991,0.534088124
UDN_5,2569,CONS,ภาคอีสาน,อุดรธานี,5,อุดรธานี-5,119089,65967,62415,2143,1409,0.553930254
UDN_5,2569,PARTY,ภาคอีสาน,อุดรธานี,5,อุดรธานี-5,119089,65750,61517,3155,1078,0.552108087
UDN_6,2569,CONS,ภาคอีสาน,อุดรธานี,6,อุดรธานี-6,126400,77238,73916,2264,1058,0.611060127
UDN_6,2569,PARTY,ภาคอีสาน,อุดรธานี,6,อุดรธานี-6,126400,76567,72005,3346,1216,0.605751582
UDN_7,2569,CONS,ภาคอีสาน,อุดรธานี,7,อุดรธานี-7,128249,67107,61630,3024,2453,0.523255542
UDN_7,2569,PARTY,ภาคอีสาน,อุดรธานี,7,อุดรธานี-7,128249,66215,61395,3227,1593,0.516300322
UDN_8,2569,CONS,ภาคอีสาน,อุดรธานี,8,อุดรธานี-8,122696,72517,67587,2746,2184,0.591029862
UDN_8,2569,PARTY,ภาคอีสาน,อุดรธานี,8,อุดรธานี-8,122696,72831,67021,4154,1656,0.593589033
UDN_9,2569,CONS,ภาคอีสาน,อุดรธานี,9,อุดรธานี-9,124827,73470,66512,4683,2275,0.588574587
UDN_9,2569,PARTY,ภาคอีสาน,อุดรธานี,9,อุดรธานี-9,124827,73316,67413,4280,1623,0.58734088
UDN_10,2569,CONS,ภาคอีสาน,อุดรธานี,10,อุดรธานี-10,123023,71535,65445,4324,1766,0.581476634
UDN_10,2569,PARTY,ภาคอีสาน,อุดรธานี,10,อุดรธานี-10,123023,71647,65865,4062,1720,0.582387033
LEI_1,2569,CONS,ภาคอีสาน,เลย,1,เลย-1,125703,89032,80748,4370,3914,0.708272674
