district_id,year,region,province,district_number,district_label
BRM_7,2569,ภาคอีสาน,บุรีรัมย์,7,บุรีรัมย์-7
BRM_8,2569,ภาคอีสาน,บุรีรัมย์,8,บุรีรัมย์-8
BRM_9,2569,ภาคอีสาน,บุรีรัมย์,9,บุรีรัมย์-9
BRM_10,2569,ภาคอีสาน,บุรีรัมย์,10,บุรีรัมย์-10
SRN_1,2569,ภาคอีสาน,สุรินทร์,1,สุรินทร์-1
SRN_2,2569,ภาคอีสาน,สุรินทร์,2,สุรินทร์-2
SRN_3,2569,ภาคอีสาน,สุรินทร์,3,สุรินทร์-3
SRN_4,2569,ภาคอีสาน,สุรินทร์,4,สุรินทร์-4
SRN_5,2569,ภาคอีสาน,สุรินทร์,5,สุรินทร์-5
SRN_6,2569,ภาคอีสาน,สุรินทร์,6,สุรินทร์-6
SRN_7,2569,ภาคอีสาน,สุรินทร์,7,สุรินทร์-7
SRN_8,2569,ภาคอีสาน,สุรินทร์,8,สุรินทร์-8
SSK_1,2569,ภาคอีสาน,ศรีสะเกษ,1,ศรีสะเกษ-1
SSK_2,2569,ภาคอีสาน,ศรีสะเกษ,2,ศรีสะเกษ-2
SSK_3,2569,ภาคอีสาน,ศรีสะเกษ,3,ศรีสะเกษ-3
SSK_4,2569,ภาคอีสาน,ศรีสะเกษ,4,ศรีสะเกษ-4
SSK_5,2569,ภาคอีสาน,ศรีสะเกษ,5,ศรีสะเกษ-5
SSK_6,2569,ภาคอีสาน,ศรีสะเกษ,6,ศรีสะเกษ-6
SSK_7,2569,ภาคอีสาน,ศรีสะเกษ,7,ศรีสะเกษ-7
SSK_8,2569,ภาคอีสาน,ศรีสะเกษ,8,ศรีสะเกษ-8
SSK_9,2569,ภาคอีสาน,ศรีสะเกษ,9,ศรีสะเกษ-9
UBN_1,2569,ภาคอีสาน,อุบลราชธานี,1,อุบลราชธานี-1
UBN_2,2569,ภาคอีสาน,อุบลราชธานี,2,อุบลราชธานี-2
UBN_3,2569,ภาคอีสาน,อุบลราชธานี,3,อุบลราชธานี-3
UBN_4,2569,ภาคอีสาน,อุบลราชธานี,4,อุบลราชธานี-4
UBN_5,2569,ภาคอีสาน,อุบลราชธานี,5,อุบลราชธานี-5
UBN_6,2569,ภาคอีสาน,อุบลราชธานี,6,อุบลราชธานี-6
UBN_7,2569,ภาคอีสาน,อุบลราชธานี,7,อุบลราชธานี-7
UBN_8,2569,ภาคอีสาน,อุบลราชธานี,8,อุบลราชธานี-8
UBN_9,2569,ภาคอีสาน,อุบลราชธานี,9,อุบลราชธานี-9
UBN_10,2569,ภาคอีสาน,อุบลราชธานี,10,อุบลราชธานี-10
UBN_11,2569,ภาคอีสาน,อุบลราชธานี,11,อุบลราชธานี-11
YST_1,2569,ภาคอีสาน,ยโสธร,1,ยโสธร-1
YST_2,2569,ภาคอีสาน,ยโสธร,2,ยโสธร-2
YST_3,2569,ภาคอีสาน,ยโสธร,3,ยโสธร-3
CPM_1,2569,ภาคอีสาน,ชัยภูมิ,1,ชัยภูมิ-1
CPM_2,2569,ภาคอีสาน,ชัยภูมิ,2,ชัยภูมิ-2
CPM_3,2569,ภาคอีสาน,ชัยภูมิ,3,ชัยภูมิ-3
CPM_4,2569,ภาคอีสาน,ชัยภูมิ,4,ชัยภูมิ-4
CPM_5,2569,ภาคอีสาน,ชัยภูมิ,5,ชัยภูมิ-5
CPM_6,2569,ภาคอีสาน,ชัยภูมิ,6,ชัยภูมิ-6
CPM_7,2569,ภาคอีสาน,ชัยภูมิ,7,ชัยภูมิ-7
ACR_1,2569,ภาคอีสาน,อำนาจเจริญ,1,อำนาจเจริญ-1
ACR_2,2569,ภาคอีสาน,อำนาจเจริญ,2,อำนาจเจริญ-2
BKN_1,2569,ภาคอีสาน,บึงกาฬ,1,บึงกาฬ-1
BKN_2,2569,ภาคอีสาน,บึงกาฬ,2,บึงกาฬ-2
BKN_3,2569,ภาคอีสาน,บึงกาฬ,3,บึงกาฬ-3
NBP_1,2569,ภาคอีสาน,หนองบัวลำภู,1,หนองบัวลำภู-1
NBP_2,2569,ภาคอีสาน,หนองบัวลำภู,2,หนองบัวลำภู-2
NBP_3,2569,ภาคอีสาน,หนองบัวลำภู,3,หนองบัวลำภู-3
KKN_1,2569,ภาคอีสาน,ขอนแก่น,1,ขอนแก่น-1
KKN_2,2569,ภาคอีสาน,ขอนแก่น,2,ขอนแก่น-2
KKN_3,2569,ภาคอีสาน,ขอนแก่น,3,ขอนแก่น-3
KKN_4,2569,ภาคอีสาน,ขอนแก่น,4,ขอนแก่น-4
KKN_5,2569,ภาคอีสาน,ขอนแก่น,5,ขอนแก่น-5
KKN_6,2569,ภาคอีสาน,ขอนแก่น,6,ขอนแก่น-6
KKN_7,2569,ภาคอีสาน,ขอนแก่น,7,ขอนแก่น-7
KKN_8,2569,ภาคอีสาน,ขอนแก่น,8,ขอนแก่น-8
KKN_9,2569,ภาคอีสาน,ขอนแก่น,9,ขอนแก่น-9
KKN_10,2569,ภาคอีสาน,ขอนแก่น,10,ขอนแก่น-10
KKN_11,2569,ภาคอีสาน,ขอนแก่น,11,ขอนแก่น-11
UDN_1,2569,ภาคอีสาน,อุดรธานี,1,อุดรธานี-1
UDN_2,2569,ภาคอีสาน,อุดรธานี,2,อุดรธานี-2
UDN_3,2569,ภาคอีสาน,อุดรธานี,3,อุดรธานี-3
UDN_4,2569,ภาคอีสาน,อุดรธานี,4,อุดรธานี-4
UDN_5,2569,ภาคอีสาน,อุดรธานี,5,อุดรธานี-5
UDN_6,2569,ภาคอีสาน,อุดรธานี,6,อุดรธานี-6
UDN_7,2569,ภาคอีสาน,อุดรธานี,7,อุดรธานี-7
UDN_8,2569,ภาคอีสาน,อุดรธานี,8,อุดรธานี-8
CMI_4,2569,ภาคเหนือ,เชียงใหม่,4,เชียงใหม่-4
UDN_9,2569,ภาคอีสาน,อุดรธานี,9,อุดรธานี-9
UDN_10,2569,ภาคอีสาน,อุดรธานี,10,อุดรธานี-10
LEI_1,2569,ภาคอีสาน,เลย,1,เลย-1
LEI_2,2569,ภาคอีสาน,เลย,2,เลย-2
LEI_3,2569,ภาคอีสาน,เลย,3,เลย-3
LEI_4,2569,ภาคอีสาน,เลย,4,เลย-4
NKI_1,2569,ภาคอีสาน,หนองคาย,1,หนองคาย-1
NKI_2,2569,ภาคอีสาน,หนองคาย,2,หนองคาย-2
NKI_3,2569,ภาคอีสาน,หนองคาย,3,หนองคาย-3
MKM_1,2569,ภาคอีสาน,มหาสารคาม,1,มหาสารคาม-1
MKM_2,2569,ภาคอีสาน,มหาสารคาม,2,มหาสารคาม-2
MKM_3,2569,ภาคอีสาน,มหาสารคาม,3,มหาสารคาม-3
MKM_4,2569,ภาคอีสาน,มหาสารคาม,4,มหาสารคาม-4
MKM_5,2569,ภาคอีสาน,มหาสารคาม,5,มหาสารคาม-5
MKM_6,2569,ภาคอีสาน,มหาสารคาม,6,มหาสารคาม-6
RET_1,2569,ภาคอีสาน,ร้อยเอ็ด,1,ร้อยเอ็ด-1
RET_2,2569,ภาคอีสาน,ร้อยเอ็ด,2,ร้อยเอ็ด-2
RET_3,2569,ภาคอีสาน,ร้อยเอ็ด,3,ร้อยเอ็ด-3
RET_4,2569,ภาคอีสาน,ร้อยเอ็ด,4,ร้อยเอ็ด-4
RET_5,2569,ภาคอีสาน,ร้อยเอ็ด,5,ร้อยเอ็ด-5
RET_6,2569,ภาคอีสาน,ร้อยเอ็ด,6,ร้อยเอ็ด-6
RET_7,2569,ภาคอีสาน,ร้อยเอ็ด,7,ร้อยเอ็ด-7
CMI_5,2569,ภาคเหนือ,เชียงใหม่,5,เชียงใหม่-5
RET_8,2569,ภาคอีสาน,ร้อยเอ็ด,8,ร้อยเอ็ด-8
KSN_1,2569,ภาคอีสาน,กาฬสินธุ์,1,กาฬสินธุ์-1
KSN_2,2569,ภาคอีสาน,กาฬสินธุ์,2,กาฬสินธุ์-2
KSN_3,2569,ภาคอีสาน,กาฬสินธุ์,3,กาฬสินธุ์-3
KSN_4,2569,ภาคอีสาน,กาฬสินธุ์,4,กาฬสินธุ์-4
KSN_5,2569,ภาคอีสาน,กาฬสินธุ์,5,กาฬสินธุ์-5
KSN_6,2569,ภาคอีสาน,กาฬสินธุ์,6,กาฬสินธุ์-6
SNK_1,2569,ภาคอีสาน,สกลนคร,1,สกลนคร-1
SNK_2,2569,ภาคอีสาน,สกลนคร,2,สกลนคร-2
SNK_3,2569,ภาคอีสาน,สกลนคร,3,สกลนคร-3
SNK_4,2569,ภาคอีสาน,สกลนคร,4,สกลนคร-4
SNK_5,2569,ภาคอีสาน,สกลนคร,5,สกลนคร-5
SNK_6,2569,ภาคอีสาน,สกลนคร,6,สกลนคร-6
SNK_7,2569,ภาคอีสาน,สกลนคร,7,สกลนคร-7
NPM_1,2569,ภาคอีสาน,นครพนม,1,นครพนม-1
NPM_2,2569,ภาคอีสาน,นครพนม,2,นครพนม-2
NPM_3,2569,ภาคอีสาน,นครพนม,3,นครพนม-3
NPM_4,2569,ภาคอีสาน,นครพนม,4,นครพนม-4
MDH_1,2569,ภาคอีสาน,มุกดาหาร,1,มุกดาหาร-1
MDH_2,2569,ภาคอีสาน,มุกดาหาร,2,มุกดาหาร-2
CMI_1,2569,ภาคเหนือ,เชียงใหม่,1,เชียงใหม่-1
CMI_2,2569,ภาคเหนือ,เชียงใหม่,2,เชียงใหม่-2
CMI_3,2569,ภาคเหนือ,เชียงใหม่,3,เชียงใหม่-3
CMI_6,2569,ภาคเหนือ,เชียงใหม่,6,เชียงใหม่-6
CMI_7,2569,ภาคเหนือ,เชียงใหม่,7,เชียงใหม่-7
CMI_8,2569,ภาคเหนือ,เชียงใหม่,8,เชียงใหม่-8
CMI_9,2569,ภาคเหนือ,เชียงใหม่,9,เชียงใหม่-9
CMI_10,2569,ภาคเหนือ,เชียงใหม่,10,เชียงใหม่-10
LPN_1,2569,ภาคเหนือ,ลำพูน,1,ลำพูน-1
LPN_2,2569,ภาคเหนือ,ลำพูน,2,ลำพูน-2
LPG_1,2569,ภาคเหนือ,ลำปาง,1,ลำปาง-1
LPG_2,2569,ภาคเหนือ,ลำปาง,2,ลำปาง-2
LPG_3,2569,ภาคเหนือ,ลำปาง,3,ลำปาง-3
LPG_4,2569,ภาคเหนือ,ลำปาง,4,ลำปาง-4
UTT_1,2569,ภาคเหนือ,อุตรดิตถ์,1,อุตรดิตถ์-1
UTT_2,2569,ภาคเหนือ,อุตรดิตถ์,2,อุตรดิตถ์-2
UTT_3,2569,ภาคเหนือ,อุตรดิตถ์,3,อุตรดิตถ์-3
PRE_1,2569,ภาคเหนือ,แพร่,1,แพร่-1
PRE_2,2569,ภาคเหนือ,แพร่,2,แพร่-2
PRE_3,2569,ภาคเหนือ,แพร่,3,แพร่-3
NAN_1,2569,ภาคเหนือ,น่าน,1,น่าน-1
NAN_2,2569,ภาคเหนือ,น่าน,2,น่าน-2
NAN_3,2569,ภาคเหนือ,น่าน,3,น่าน-3
PYO_1,2569,ภาคเหนือ,พะเยา,1,พะเยา-1
PYO_2,2569,ภาคเหนือ,พะเยา,2,พะเยา-2
PYO_3,2569,ภาคเหนือ,พะเยา,3,พะเยา-3
CRI_1,2569,ภาคเหนือ,เชียงราย,1,เชียงราย-1
CRI_2,2569,ภาคเหนือ,เชียงราย,2,เชียงราย-2
CRI_3,2569,ภาคเหนือ,เชียงราย,3,เชียงราย-3
CRI_4,2569,ภาคเหนือ,เชียงราย,4,เชียงราย-4
CRI_5,2569,ภาคเหนือ,เชียงราย,5,เชียงราย-5
CRI_6,2569,ภาคเหนือ,เชียงราย,6,เชียงราย-6
CRI_7,2569,ภาคเหนือ,เชียงราย,7,เชียงราย-7
MSN_1,2569,ภาคเหนือ,แม่ฮ่องสอน,1,แม่ฮ่องสอน-1
MSN_2,2569,ภาคเหนือ,แม่ฮ่องสอน,2,แม่ฮ่องสอน-2
NSN_1,2569,ภาคเหนือ,นครสวรรค์,1,นครสวรรค์-1
NSN_2,2569,ภาคเหนือ,นครสวรรค์,2,นครสวรรค์-2
NSN_3,2569,ภาคเหนือ,นครสวรรค์,3,นครสวรรค์-3
NSN_4,2569,ภาคเหนือ,นครสวรรค์,4,นครสวรรค์-4
NSN_5,2569,ภาคเหนือ,นครสวรรค์,5,นครสวรรค์-5
NSN_6,2569,ภาคเหนือ,นครสวรรค์,6,นครสวรรค์-6
UTI_1,2569,ภาคกลาง,อุทัยธานี,1,อุทัยธานี-1
UTI_2,2569,ภาคกลาง,อุทัยธานี,2,อุทัยธานี-2
KPT_1,2569,ภาคเหนือ,กำแพงเพชร,1,กำแพงเพชร-1
KPT_2,2569,ภาคเหนือ,กำแพงเพชร,2,กำแพงเพชร-2
KPT_3,2569,ภาคเหนือ,กำแพงเพชร,3,กำแพงเพชร-3
KPT_4,2569,ภาคเหนือ,กำแพงเพชร,4,กำแพงเพชร-4
TAK_1,2569,ภาคเหนือ,ตาก,1,ตาก-1
TAK_2,2569,ภาคเหนือ,ตาก,2,ตาก-2
TAK_3,2569,ภาคเหนือ,ตาก,3,ตาก-3
STI_1,2569,ภาคเหนือ,สุโขทัย,1,สุโขทัย-1
STI_2,2569,ภาคเหนือ,สุโขทัย,2,สุโขทัย-2
STI_3,2569,ภาคเหนือ,สุโขทัย,3,สุโขทัย-3
STI_4,2569,ภาคเหนือ,สุโขทัย,4,สุโขทัย-4
PLK_1,2569,ภาคเหนือ,พิษณุโลก,1,พิษณุโลก-1
PLK_2,2569,ภาคเหนือ,พิษณุโลก,2,พิษณุโลก-2
PLK_3,2569,ภาคเหนือ,พิษณุโลก,3,พิษณุโลก-3
PLK_4,2569,ภาคเหนือ,พิษณุโลก,4,พิษณุโลก-4
PLK_5,2569,ภาคเหนือ,พิษณุโลก,5,พิษณุโลก-5
PCT_1,2569,ภาคเหนือ,พิจิตร,1,พิจิตร-1
PCT_2,2569,ภาคเหนือ,พิจิตร,2,พิจิตร-2
PCT_3,2569,ภาคเหนือ,พิจิตร,3,พิจิตร-3
PNB_1,2569,ภาคเหนือ,เพชรบูรณ์,1,เพชรบูรณ์-1
PNB_2,2569,ภาคเหนือ,เพชรบูรณ์,2,เพชรบูรณ์-2
PNB_3,2569,ภาคเหนือ,เพชรบูรณ์,3,เพชรบูรณ์-3
PNB_4,2569,ภาคเหนือ,เพชรบูรณ์,4,เพชรบูรณ์-4
PNB_5,2569,ภาคเหนือ,เพชรบูรณ์,5,เพชรบูรณ์-5
PNB_6,2569,ภาคเหนือ,เพชรบูรณ์,6,เพชรบูรณ์-6
RBR_1,2569,ภาคกลาง,ราชบุรี,1,ราชบุรี-1
RBR_2,2569,ภาคกลาง,ราชบุรี,2,ราชบุรี-2
RBR_3,2569,ภาคกลาง,ราชบุรี,3,ราชบุรี-3
RBR_4,2569,ภาคกลาง,ราชบุรี,4,ราชบุรี-4
RBR_5,2569,ภาคกลาง,ราชบุรี,5,ราชบุรี-5
KRI_1,2569,ภาคกลาง,กาญจนบุรี,1,กาญจนบุรี-1
KRI_2,2569,ภาคกลาง,กาญจนบุรี,2,กาญจนบุรี-2
KRI_3,2569,ภาคกลาง,กาญจนบุรี,3,กาญจนบุรี-3
KRI_4,2569,ภาคกลาง,กาญจนบุรี,4,กาญจนบุรี-4
KRI_5,2569,ภาคกลาง,กาญจนบุรี,5,กาญจนบุรี-5
SPB_1,2569,ภาคกลาง,สุพรรณบุรี,1,สุพรรณบุรี-1
SPB_2,2569,ภาคกลาง,สุพรรณบุรี,2,สุพรรณบุรี-2
SPB_3,2569,ภาคกลาง,สุพรรณบุรี,3,สุพรรณบุรี-3
SPB_4,2569,ภาคกลาง,สุพรรณบุรี,4,สุพรรณบุรี-4
SPB_5,2569,ภาคกลาง,สุพรรณบุรี,5,สุพรรณบุรี-5
NPT_1,2569,ภาคกลาง,นครปฐม,1,นครปฐม-1
NPT_2,2569,ภาคกลาง,นครปฐม,2,นครปฐม-2
NPT_3,2569,ภาคกลาง,นครปฐม,3,นครปฐม-3
NPT_4,2569,ภาคกลาง,นครปฐม,4,นครปฐม-4
NPT_5,2569,ภาคกลาง,นครปฐม,5,นครปฐม-5
NPT_6,2569,ภาคกลาง,นครปฐม,6,นครปฐม-6
SKN_1,2569,ปริมณฑล,สมุทรสาคร,1,สมุทรสาคร-1
SKN_2,2569,ปริมณฑล,สมุทรสาคร,2,สมุทรสาคร-2
SKN_3,2569,ปริมณฑล,สมุทรสาคร,3,สมุทรสาคร-3
SKN_4,2569,ปริมณฑล,สมุทรสาคร,4,สมุทรสาคร-4
SKM_1,2569,ภาคกลาง,สมุทรสงคราม,1,สมุทรสงคราม-1
